Date,ITK,sti,spy,Google Trends Index,Unemployment,Public Holiday,Rainfall,Temperature,COVID Cases,,,,
19/6/2021,7,3144.159912,414.920013,0,4.2,0,0,28.2,11,,,,
20/6/2021,1,3144.159912,414.920013,51,4.2,0,1.6,27.4,16,,,,
21/6/2021,22,3117.870117,420.859985,45,4.2,0,0.2,28.6,18,,,,
22/6/2021,15,3109.199951,423.109985,45,4.2,0,0.2,28.4,22,,,,
23/6/2021,19,3118.620117,422.600006,0,4.2,0,0,29,23,,,,
24/6/2021,17,3119.620117,425.100006,0,4.2,0,6.8,28.2,20,,,,
25/6/2021,21,3121.600098,426.609985,0,4.2,0,6.2,27.4,17,,,,
26/6/2021,1,3121.600098,426.609985,0,4.2,0,11.4,27.8,14,,,,
27/6/2021,1,3121.600098,426.609985,0,4.2,0,0.4,27.5,9,,,,
28/6/2021,27,3126.879883,427.470001,90,4.2,0,0.2,28.8,9,,,,
29/6/2021,33,3089.48999,427.700012,0,4.2,0,15.4,27.6,9,,,,
30/6/2021,16,3130.459961,428.059998,0,4.2,0,0,28.1,35,,,,
1/7/2021,19,3124.189941,430.429993,0,4.2,0,0,29.5,0,,,,
2/7/2021,14,3128.949951,433.720001,0,4.2,0,0,28.8,10,,,,
3/7/2021,5,3128.949951,433.720001,0,4.2,0,0,28.1,10,,,,
4/7/2021,4,3128.949951,433.720001,51,4.2,0,0,26.9,7,,,,
5/7/2021,23,3141.02002,433.720001,0,4.2,0,0,27,11,,,,
6/7/2021,13,3190.590088,432.929993,0,4.2,0,0,27.3,13,,,,
7/7/2021,21,3141.600098,434.459991,0,4.2,0,0,28,10,,,,
8/7/2021,21,3107.590088,430.920013,0,4.2,0,0,28.4,12,,,,
9/7/2021,21,3131.399902,435.519989,0,4.2,0,0,28.2,16,,,,
10/7/2021,9,3131.399902,435.519989,100,4.2,0,0,27.3,10,,,,
11/7/2021,3,3131.399902,435.519989,0,4.2,0,0,27.7,6,,,,
